sr,title,link,guid,latitude,longitude,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name
41,monuments2.fid-3f3c22b6_1667d4434db_44e7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e7,12.929471,80.165909,12520,Megalithic cists and cairns,Megalithic cists and cairns,Sembakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN074.JPG,CHETN074,CHE_074
42,monuments2.fid-3f3c22b6_1667d4434db_44e8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e8,12.617125,80.191673,12521,Two Unfinished Excavations Near The Light House,Two Unfinished Excavations Near The Light House,Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN225.JPG,CHETN225,CHE_193
43,monuments2.fid-3f3c22b6_1667d4434db_44e9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44e9,12.901008,79.335367,12522,Adjoining Building to the masjid and two ponds,Adjoining Building to the masjid and two ponds,Arcot,Vellore,Tamil Nadu,Chennai Circle,CHETN334.JPG,CHETN334,CHE_334
44,monuments2.fid-3f3c22b6_1667d4434db_44ea,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ea,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ea,12.620233,80.18762,12523,Small Monolithic Temples known as Valiankuttai Ratha (unfinished),Small Monolithic Temples known as Valiankuttai Ratha (unfinished),Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN217.JPG,CHETN217,CHE_217
45,monuments2.fid-3f3c22b6_1667d4434db_44eb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44eb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44eb,12.619636,80.187621,12524,Two small monolithic Temples known as the Pidari Amman Ratha (unfinished),Two small monolithic Temples known as the Pidari Amman Ratha (unfinished),Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN222.JPG,CHETN222,CHE_217
46,monuments2.fid-3f3c22b6_1667d4434db_44ec,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ec,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ec,11.602484,78.598773,12525,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371A.JPG,CHETN371B,CHE_371
47,monuments2.fid-3f3c22b6_1667d4434db_44ed,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ed,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ed,11.602259,78.599459,12526,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371B.JPG,CHETN371C,CHE_371
48,monuments2.fid-3f3c22b6_1667d4434db_44ee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ee,11.602241,78.601266,12527,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371B.JPG,CHETN371D,CHE_371
49,monuments2.fid-3f3c22b6_1667d4434db_44ef,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ef,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ef,12.551718,79.912908,12469,Megalithic cists and cairns,Megalithic cists and cairns,Araiyapakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN012.JPG,CHETN012,CHE_012
50,monuments2.fid-3f3c22b6_1667d4434db_44f0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f0,12.945072,80.07176,12470,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Erumaiyur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN018.JPG,CHETN018,CHE_018
51,monuments2.fid-3f3c22b6_1667d4434db_44f1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f1,12.375222,79.784714,12471,Cairns in the rf at the foot of perambair hills.,Cairns in the rf at the foot of perambair hills.,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN022.JPG,CHETN022A,CHE_022A
52,monuments2.fid-3f3c22b6_1667d4434db_44f2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f2,12.022599,79.655832,12472,Urn burial site,Urn burial site,Kadagambattu,Villupuram,Tamil Nadu,Chennai Circle,CHETN156.JPG,CHETN156,CHE_156
53,monuments2.fid-3f3c22b6_1667d4434db_44f3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f3,12.723313,79.976057,12473,Megalithic cists and cairns,Megalithic cists and cairns,Kandalur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN029.JPG,CHETN029,CHE_029
54,monuments2.fid-3f3c22b6_1667d4434db_44f4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f4,12.691592,80.159309,12474,Urn burials,Urn burials,Alattur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN009.JPG,CHETN009,CHE_009
55,monuments2.fid-3f3c22b6_1667d4434db_44f5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f5,12.668572,79.974679,12475,Megalithic cists and cairns,Megalithic cists and cairns,Venpakkam Village No.69,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN101.JPG,CHETN101,CHE_101
56,monuments2.fid-3f3c22b6_1667d4434db_44f6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f6,12.730265,79.990376,12476,Megalithic cists and cairns,Megalithic cists and cairns,Paranur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN061.JPG,CHETN061,CHE_061
57,monuments2.fid-3f3c22b6_1667d4434db_44f7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f7,12.802656,79.917972,12477,Megalithic cists and cairns,Megalithic cists and cairns,Vadakkuppattu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN093.JPG,CHETN093A,CHE_093A
58,monuments2.fid-3f3c22b6_1667d4434db_44f8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f8,13.005744,80.193251,12478,Urn burial and megalithic site,Urn burial and megalithic site,St. Thomas Mount,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN083.JPG,CHETN083,CHE_083
59,monuments2.fid-3f3c22b6_1667d4434db_44f9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44f9,12.954645,79.907459,12479,Megalithic cists and cairns,Megalithic cists and cairns,Vadamangalam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN094.JPG,CHETN094,CHE_094
60,monuments2.fid-3f3c22b6_1667d4434db_44fa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fa,12.804456,80.231254,12480,Megalithic cists and cairns,Megalithic cists and cairns,Padur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN057.JPG,CHETN057,CHE_057
61,monuments2.fid-3f3c22b6_1667d4434db_44fb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fb,12.861952,80.190407,12481,Megalithic cists and cairns,Megalithic cists and cairns,Ottiyambakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN056.JPG,CHETN056,CHE_056
62,monuments2.fid-3f3c22b6_1667d4434db_44fc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fc,13.164661,80.152286,12482,Megalithic cists and cairns,Megalithic cists and cairns,Pammadukulam,Tiruvallur,Tamil Nadu,Chennai Circle,CHETN136.JPG,CHETN136,CHE_136
63,monuments2.fid-3f3c22b6_1667d4434db_44fd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fd,12.973121,80.171215,12483,Megalithic cists and cairns,Megalithic cists and cairns,Tirusulam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN089.JPG,CHETN089,CHE_089
64,monuments2.fid-3f3c22b6_1667d4434db_44fe,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fe,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44fe,12.506579,79.83799,12484,Megalithic cists and cairns,Megalithic cists and cairns,Tandalam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN084.JPG,CHETN084,CHE_084
65,monuments2.fid-3f3c22b6_1667d4434db_44ff,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ff,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_44ff,12.726735,80.187011,12485,Megalithic cists and cairns,Megalithic cists and cairns,Tirupporur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN088.JPG,CHETN088,CHE_088
66,monuments2.fid-3f3c22b6_1667d4434db_4500,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4500,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4500,12.833754,80.054091,12486,Megalithic cist,Megalithic cist,Vallanjeri,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN114.JPG,CHETN114,CHE_114
67,monuments2.fid-3f3c22b6_1667d4434db_4501,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4501,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4501,12.854096,80.189856,12487,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Ponmar,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN065.JPG,CHETN065,CHE_065
68,monuments2.fid-3f3c22b6_1667d4434db_4502,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4502,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4502,12.662545,79.977828,12489,Megalithic cists and cairns,Megalithic cists and cairns,Pudupakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN067.JPG,CHETN067B,CHE_067B
69,monuments2.fid-3f3c22b6_1667d4434db_4503,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4503,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4503,12.713122,79.977857,12490,Megalithic cists and cairns bounded with stone circles,Megalithic cists and cairns bounded with stone circles,Pulippakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN068.JPG,CHETN068,CHE_068
70,monuments2.fid-3f3c22b6_1667d4434db_4504,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4504,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4504,12.722134,79.98223,12491,Megalithic cists circumscribed by stone circles,Megalithic cists circumscribed by stone circles,Rajakulipettai,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN070.JPG,CHETN070B,CHE_070B
71,monuments2.fid-3f3c22b6_1667d4434db_4505,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4505,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4505,12.723669,79.980748,12492,Megalithic cists circumscribed by stone circles,Megalithic cists circumscribed by stone circles,Rajakulipettai,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN070.JPG,CHETN070A,CHE_070A
72,monuments2.fid-3f3c22b6_1667d4434db_4506,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4506,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4506,12.744985,79.97175,12493,Megalithic cists and cairns intact with stone circles.,Megalithic cists and cairns intact with stone circles.,Settipuniyam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN077.JPG,CHETN077,CHE_077
73,monuments2.fid-3f3c22b6_1667d4434db_4507,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4507,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4507,12.667308,80.141144,12494,Megalithic cists and cairns,Megalithic cists and cairns,Sirudavur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN080.JPG,CHETN080,CHE_080
74,monuments2.fid-3f3c22b6_1667d4434db_4508,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4508,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4508,12.884976,80.190338,12495,Megalithic cists and cairns,Megalithic cists and cairns,Sittalapakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN082.JPG,CHETN082,CHE_082
75,monuments2.fid-3f3c22b6_1667d4434db_4509,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4509,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4509,12.768006,80.10781,12496,Megalithic cists and cairns,Megalithic cists and cairns,Kalvay,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN027.JPG,CHETN027A,CHE_027A
76,monuments2.fid-3f3c22b6_1667d4434db_450a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450a,12.786018,79.914619,12497,Megalithic cists and cairns,Megalithic cists and cairns,Kuravanmedu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN037.JPG,CHETN037,CHE_037
77,monuments2.fid-3f3c22b6_1667d4434db_450b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450b,12.378278,79.787318,12498,Cairns in the rf at the foot of perambair hills.,Cairns in the rf at the foot of perambair hills.,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN022.JPG,CHETN022B,CHE_022B
78,monuments2.fid-3f3c22b6_1667d4434db_450c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450c,12.385744,79.789093,12499,Chromlechs,Chromlechs,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN023.JPG,CHETN023,CHE_023
79,monuments2.fid-3f3c22b6_1667d4434db_450d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450d,12.662714,79.976015,12500,Megalithic cists and cairns,Megalithic cists and cairns,Pudupakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN067.JPG,CHETN067A,CHE_067A
80,monuments2.fid-3f3c22b6_1667d4434db_450e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450e,13.014021,80.102338,12501,Megalithic cairns with stone circles and sarvophagi,Megalithic cairns with stone circles and sarvophagi,Sikkarayapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN079.JPG,CHETN079B,CHE_079B
81,monuments2.fid-3f3c22b6_1667d4434db_450f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_450f,12.943147,80.125155,12502,Group of cairns,Group of cairns,Kadapperi,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN024.JPG,CHETN024,CHE_024
